,0,1,2,3,4,5,6
784,0,1,1,0,2,2,unacc
785,0,1,1,0,2,0,unacc
786,0,1,1,0,1,1,unacc
787,0,1,1,0,1,2,unacc
788,0,1,1,0,1,0,unacc
789,0,1,1,0,0,1,unacc
790,0,1,1,0,0,2,unacc
791,0,1,1,0,0,0,unacc
792,0,1,1,1,2,1,unacc
793,0,1,1,1,2,2,unacc
794,0,1,1,1,2,0,acc
795,0,1,1,1,1,1,unacc
796,0,1,1,1,1,2,unacc
797,0,1,1,1,1,0,acc
798,0,1,1,1,0,1,unacc
799,0,1,1,1,0,2,acc
800,0,1,1,1,0,0,acc
801,0,1,1,2,2,1,unacc
802,0,1,1,2,2,2,unacc
803,0,1,1,2,2,0,acc
804,0,1,1,2,1,1,unacc
805,0,1,1,2,1,2,acc
806,0,1,1,2,1,0,acc
807,0,1,1,2,0,1,unacc
808,0,1,1,2,0,2,acc
809,0,1,1,2,0,0,acc
810,0,1,2,0,2,1,unacc
811,0,1,2,0,2,2,unacc
812,0,1,2,0,2,0,unacc
813,0,1,2,0,1,1,unacc
814,0,1,2,0,1,2,unacc
815,0,1,2,0,1,0,unacc
816,0,1,2,0,0,1,unacc
817,0,1,2,0,0,2,unacc
818,0,1,2,0,0,0,unacc
819,0,1,2,1,2,1,unacc
820,0,1,2,1,2,2,unacc
821,0,1,2,1,2,0,acc
822,0,1,2,1,1,1,unacc
823,0,1,2,1,1,2,acc
824,0,1,2,1,1,0,acc
825,0,1,2,1,0,1,unacc
826,0,1,2,1,0,2,acc
827,0,1,2,1,0,0,acc
828,0,1,2,2,2,1,unacc
829,0,1,2,2,2,2,unacc
830,0,1,2,2,2,0,acc
831,0,1,2,2,1,1,unacc
832,0,1,2,2,1,2,acc
833,0,1,2,2,1,0,acc
834,0,1,2,2,0,1,unacc
835,0,1,2,2,0,2,acc
836,0,1,2,2,0,0,acc
837,0,1,3,0,2,1,unacc
838,0,1,3,0,2,2,unacc
839,0,1,3,0,2,0,unacc
840,0,1,3,0,1,1,unacc
841,0,1,3,0,1,2,unacc
842,0,1,3,0,1,0,unacc
843,0,1,3,0,0,1,unacc
844,0,1,3,0,0,2,unacc
845,0,1,3,0,0,0,unacc
846,0,1,3,1,2,1,unacc
847,0,1,3,1,2,2,unacc
848,0,1,3,1,2,0,acc
849,0,1,3,1,1,1,unacc
850,0,1,3,1,1,2,acc
851,0,1,3,1,1,0,acc
852,0,1,3,1,0,1,unacc
853,0,1,3,1,0,2,acc
854,0,1,3,1,0,0,acc
855,0,1,3,2,2,1,unacc
856,0,1,3,2,2,2,unacc
857,0,1,3,2,2,0,acc
858,0,1,3,2,1,1,unacc
859,0,1,3,2,1,2,acc
860,0,1,3,2,1,0,acc
861,0,1,3,2,0,1,unacc
862,0,1,3,2,0,2,acc
863,0,1,3,2,0,0,acc
864,2,3,0,0,2,1,unacc
865,2,3,0,0,2,2,unacc
866,2,3,0,0,2,0,unacc
867,2,3,0,0,1,1,unacc
868,2,3,0,0,1,2,unacc
869,2,3,0,0,1,0,unacc
870,2,3,0,0,0,1,unacc
871,2,3,0,0,0,2,unacc
872,2,3,0,0,0,0,unacc
873,2,3,0,1,2,1,unacc
874,2,3,0,1,2,2,unacc
875,2,3,0,1,2,0,acc
876,2,3,0,1,1,1,unacc
877,2,3,0,1,1,2,unacc
878,2,3,0,1,1,0,acc
879,2,3,0,1,0,1,unacc
880,2,3,0,1,0,2,acc
881,2,3,0,1,0,0,acc
882,2,3,0,2,2,1,unacc
883,2,3,0,2,2,2,unacc
884,2,3,0,2,2,0,unacc
885,2,3,0,2,1,1,unacc
886,2,3,0,2,1,2,unacc
887,2,3,0,2,1,0,acc
888,2,3,0,2,0,1,unacc
889,2,3,0,2,0,2,acc
890,2,3,0,2,0,0,acc
891,2,3,1,0,2,1,unacc
892,2,3,1,0,2,2,unacc
893,2,3,1,0,2,0,unacc
894,2,3,1,0,1,1,unacc
895,2,3,1,0,1,2,unacc
896,2,3,1,0,1,0,unacc
897,2,3,1,0,0,1,unacc
898,2,3,1,0,0,2,unacc
899,2,3,1,0,0,0,unacc
900,2,3,1,1,2,1,unacc
901,2,3,1,1,2,2,unacc
902,2,3,1,1,2,0,acc
903,2,3,1,1,1,1,unacc
904,2,3,1,1,1,2,unacc
905,2,3,1,1,1,0,acc
906,2,3,1,1,0,1,unacc
907,2,3,1,1,0,2,acc
908,2,3,1,1,0,0,acc
909,2,3,1,2,2,1,unacc
910,2,3,1,2,2,2,unacc
911,2,3,1,2,2,0,acc
912,2,3,1,2,1,1,unacc
913,2,3,1,2,1,2,acc
914,2,3,1,2,1,0,acc
915,2,3,1,2,0,1,unacc
916,2,3,1,2,0,2,acc
917,2,3,1,2,0,0,acc
918,2,3,2,0,2,1,unacc
919,2,3,2,0,2,2,unacc
920,2,3,2,0,2,0,unacc
921,2,3,2,0,1,1,unacc
922,2,3,2,0,1,2,unacc
923,2,3,2,0,1,0,unacc
924,2,3,2,0,0,1,unacc
925,2,3,2,0,0,2,unacc
926,2,3,2,0,0,0,unacc
927,2,3,2,1,2,1,unacc
928,2,3,2,1,2,2,unacc
929,2,3,2,1,2,0,acc
930,2,3,2,1,1,1,unacc
931,2,3,2,1,1,2,acc
932,2,3,2,1,1,0,acc
933,2,3,2,1,0,1,unacc
934,2,3,2,1,0,2,acc
935,2,3,2,1,0,0,acc
936,2,3,2,2,2,1,unacc
937,2,3,2,2,2,2,unacc
938,2,3,2,2,2,0,acc
939,2,3,2,2,1,1,unacc
940,2,3,2,2,1,2,acc
941,2,3,2,2,1,0,acc
942,2,3,2,2,0,1,unacc
943,2,3,2,2,0,2,acc
944,2,3,2,2,0,0,acc
945,2,3,3,0,2,1,unacc
946,2,3,3,0,2,2,unacc
947,2,3,3,0,2,0,unacc
948,2,3,3,0,1,1,unacc
949,2,3,3,0,1,2,unacc
950,2,3,3,0,1,0,unacc
951,2,3,3,0,0,1,unacc
952,2,3,3,0,0,2,unacc
953,2,3,3,0,0,0,unacc
954,2,3,3,1,2,1,unacc
955,2,3,3,1,2,2,unacc
956,2,3,3,1,2,0,acc
957,2,3,3,1,1,1,unacc
958,2,3,3,1,1,2,acc
959,2,3,3,1,1,0,acc
960,2,3,3,1,0,1,unacc
961,2,3,3,1,0,2,acc
962,2,3,3,1,0,0,acc
963,2,3,3,2,2,1,unacc
964,2,3,3,2,2,2,unacc
965,2,3,3,2,2,0,acc
966,2,3,3,2,1,1,unacc
967,2,3,3,2,1,2,acc
968,2,3,3,2,1,0,acc
969,2,3,3,2,0,1,unacc
970,2,3,3,2,0,2,acc
971,2,3,3,2,0,0,acc
972,2,0,0,0,2,1,unacc
973,2,0,0,0,2,2,unacc
974,2,0,0,0,2,0,unacc
975,2,0,0,0,1,1,unacc
976,2,0,0,0,1,2,unacc
977,2,0,0,0,1,0,unacc
978,2,0,0,0,0,1,unacc
979,2,0,0,0,0,2,unacc
980,2,0,0,0,0,0,unacc
981,2,0,0,1,2,1,unacc
982,2,0,0,1,2,2,unacc
983,2,0,0,1,2,0,acc
984,2,0,0,1,1,1,unacc
985,2,0,0,1,1,2,unacc
986,2,0,0,1,1,0,acc
987,2,0,0,1,0,1,unacc
988,2,0,0,1,0,2,acc
989,2,0,0,1,0,0,acc
990,2,0,0,2,2,1,unacc
991,2,0,0,2,2,2,unacc
992,2,0,0,2,2,0,unacc
993,2,0,0,2,1,1,unacc
994,2,0,0,2,1,2,unacc
995,2,0,0,2,1,0,acc
996,2,0,0,2,0,1,unacc
997,2,0,0,2,0,2,acc
998,2,0,0,2,0,0,acc
999,2,0,1,0,2,1,unacc
1000,2,0,1,0,2,2,unacc
1001,2,0,1,0,2,0,unacc
1002,2,0,1,0,1,1,unacc
1003,2,0,1,0,1,2,unacc
1004,2,0,1,0,1,0,unacc
1005,2,0,1,0,0,1,unacc
1006,2,0,1,0,0,2,unacc
1007,2,0,1,0,0,0,unacc
1008,2,0,1,1,2,1,unacc
1009,2,0,1,1,2,2,unacc
1010,2,0,1,1,2,0,acc
1011,2,0,1,1,1,1,unacc
1012,2,0,1,1,1,2,unacc
1013,2,0,1,1,1,0,acc
1014,2,0,1,1,0,1,unacc
1015,2,0,1,1,0,2,acc
1016,2,0,1,1,0,0,acc
1017,2,0,1,2,2,1,unacc
1018,2,0,1,2,2,2,unacc
1019,2,0,1,2,2,0,acc
1020,2,0,1,2,1,1,unacc
1021,2,0,1,2,1,2,acc
1022,2,0,1,2,1,0,acc
1023,2,0,1,2,0,1,unacc
1024,2,0,1,2,0,2,acc
1025,2,0,1,2,0,0,acc
1026,2,0,2,0,2,1,unacc
1027,2,0,2,0,2,2,unacc
1028,2,0,2,0,2,0,unacc
1029,2,0,2,0,1,1,unacc
1030,2,0,2,0,1,2,unacc
1031,2,0,2,0,1,0,unacc
1032,2,0,2,0,0,1,unacc
1033,2,0,2,0,0,2,unacc
1034,2,0,2,0,0,0,unacc
1035,2,0,2,1,2,1,unacc
1036,2,0,2,1,2,2,unacc
1037,2,0,2,1,2,0,acc
1038,2,0,2,1,1,1,unacc
1039,2,0,2,1,1,2,acc
1040,2,0,2,1,1,0,acc
1041,2,0,2,1,0,1,unacc
1042,2,0,2,1,0,2,acc
1043,2,0,2,1,0,0,acc
1044,2,0,2,2,2,1,unacc
1045,2,0,2,2,2,2,unacc
1046,2,0,2,2,2,0,acc
1047,2,0,2,2,1,1,unacc
1048,2,0,2,2,1,2,acc
1049,2,0,2,2,1,0,acc
1050,2,0,2,2,0,1,unacc
1051,2,0,2,2,0,2,acc
1052,2,0,2,2,0,0,acc
1053,2,0,3,0,2,1,unacc
1054,2,0,3,0,2,2,unacc
1055,2,0,3,0,2,0,unacc
1056,2,0,3,0,1,1,unacc
1057,2,0,3,0,1,2,unacc
1058,2,0,3,0,1,0,unacc
1059,2,0,3,0,0,1,unacc
1060,2,0,3,0,0,2,unacc
1061,2,0,3,0,0,0,unacc
1062,2,0,3,1,2,1,unacc
1063,2,0,3,1,2,2,unacc
1064,2,0,3,1,2,0,acc
1065,2,0,3,1,1,1,unacc
1066,2,0,3,1,1,2,acc
1067,2,0,3,1,1,0,acc
1068,2,0,3,1,0,1,unacc
1069,2,0,3,1,0,2,acc
1070,2,0,3,1,0,0,acc
1071,2,0,3,2,2,1,unacc
1072,2,0,3,2,2,2,unacc
1073,2,0,3,2,2,0,acc
1074,2,0,3,2,1,1,unacc
1075,2,0,3,2,1,2,acc
1076,2,0,3,2,1,0,acc
1077,2,0,3,2,0,1,unacc
1078,2,0,3,2,0,2,acc
1079,2,0,3,2,0,0,acc
1080,2,2,0,0,2,1,unacc
1081,2,2,0,0,2,2,unacc
1082,2,2,0,0,2,0,unacc
1083,2,2,0,0,1,1,unacc
1084,2,2,0,0,1,2,unacc
1085,2,2,0,0,1,0,unacc
1086,2,2,0,0,0,1,unacc
1087,2,2,0,0,0,2,unacc
1088,2,2,0,0,0,0,unacc
1089,2,2,0,1,2,1,unacc
1090,2,2,0,1,2,2,acc
1091,2,2,0,1,2,0,acc
1092,2,2,0,1,1,1,unacc
1093,2,2,0,1,1,2,acc
1094,2,2,0,1,1,0,acc
1095,2,2,0,1,0,1,unacc
1096,2,2,0,1,0,2,acc
1097,2,2,0,1,0,0,vgood
1098,2,2,0,2,2,1,unacc
1099,2,2,0,2,2,2,unacc
1100,2,2,0,2,2,0,unacc
1101,2,2,0,2,1,1,unacc
1102,2,2,0,2,1,2,acc
1103,2,2,0,2,1,0,acc
1104,2,2,0,2,0,1,unacc
1105,2,2,0,2,0,2,acc
1106,2,2,0,2,0,0,vgood
1107,2,2,1,0,2,1,unacc
1108,2,2,1,0,2,2,unacc
1109,2,2,1,0,2,0,unacc
1110,2,2,1,0,1,1,unacc
1111,2,2,1,0,1,2,unacc
1112,2,2,1,0,1,0,unacc
1113,2,2,1,0,0,1,unacc
1114,2,2,1,0,0,2,unacc
1115,2,2,1,0,0,0,unacc
1116,2,2,1,1,2,1,unacc
1117,2,2,1,1,2,2,acc
1118,2,2,1,1,2,0,acc
1119,2,2,1,1,1,1,unacc
1120,2,2,1,1,1,2,acc
1121,2,2,1,1,1,0,acc
1122,2,2,1,1,0,1,unacc
1123,2,2,1,1,0,2,acc
1124,2,2,1,1,0,0,vgood
1125,2,2,1,2,2,1,unacc
1126,2,2,1,2,2,2,acc
1127,2,2,1,2,2,0,acc
1128,2,2,1,2,1,1,unacc
1129,2,2,1,2,1,2,acc
1130,2,2,1,2,1,0,vgood
1131,2,2,1,2,0,1,unacc
1132,2,2,1,2,0,2,acc
1133,2,2,1,2,0,0,vgood
1134,2,2,2,0,2,1,unacc
1135,2,2,2,0,2,2,unacc
1136,2,2,2,0,2,0,unacc
1137,2,2,2,0,1,1,unacc
1138,2,2,2,0,1,2,unacc
1139,2,2,2,0,1,0,unacc
1140,2,2,2,0,0,1,unacc
1141,2,2,2,0,0,2,unacc
1142,2,2,2,0,0,0,unacc
1143,2,2,2,1,2,1,unacc
1144,2,2,2,1,2,2,acc
1145,2,2,2,1,2,0,acc
1146,2,2,2,1,1,1,unacc
1147,2,2,2,1,1,2,acc
1148,2,2,2,1,1,0,vgood
1149,2,2,2,1,0,1,unacc
1150,2,2,2,1,0,2,acc
1151,2,2,2,1,0,0,vgood
1152,2,2,2,2,2,1,unacc
1153,2,2,2,2,2,2,acc
1154,2,2,2,2,2,0,acc
1155,2,2,2,2,1,1,unacc
1156,2,2,2,2,1,2,acc
1157,2,2,2,2,1,0,vgood
1158,2,2,2,2,0,1,unacc
1159,2,2,2,2,0,2,acc
1160,2,2,2,2,0,0,vgood
1161,2,2,3,0,2,1,unacc
1162,2,2,3,0,2,2,unacc
1163,2,2,3,0,2,0,unacc
1164,2,2,3,0,1,1,unacc
1165,2,2,3,0,1,2,unacc
1166,2,2,3,0,1,0,unacc
1167,2,2,3,0,0,1,unacc
1168,2,2,3,0,0,2,unacc
1169,2,2,3,0,0,0,unacc
1170,2,2,3,1,2,1,unacc
1171,2,2,3,1,2,2,acc
1172,2,2,3,1,2,0,acc
1173,2,2,3,1,1,1,unacc
1174,2,2,3,1,1,2,acc
1175,2,2,3,1,1,0,vgood
1176,2,2,3,1,0,1,unacc
1177,2,2,3,1,0,2,acc
1178,2,2,3,1,0,0,vgood
1179,2,2,3,2,2,1,unacc
1180,2,2,3,2,2,2,acc
1181,2,2,3,2,2,0,acc
1182,2,2,3,2,1,1,unacc
1183,2,2,3,2,1,2,acc
1184,2,2,3,2,1,0,vgood
1185,2,2,3,2,0,1,unacc
1186,2,2,3,2,0,2,acc
1187,2,2,3,2,0,0,vgood
1188,2,1,0,0,2,1,unacc
1189,2,1,0,0,2,2,unacc
1190,2,1,0,0,2,0,unacc
1191,2,1,0,0,1,1,unacc
1192,2,1,0,0,1,2,unacc
1193,2,1,0,0,1,0,unacc
1194,2,1,0,0,0,1,unacc
1195,2,1,0,0,0,2,unacc
1196,2,1,0,0,0,0,unacc
1197,2,1,0,1,2,1,unacc
1198,2,1,0,1,2,2,acc
1199,2,1,0,1,2,0,good
1200,2,1,0,1,1,1,unacc
1201,2,1,0,1,1,2,acc
1202,2,1,0,1,1,0,good
1203,2,1,0,1,0,1,unacc
1204,2,1,0,1,0,2,good
1205,2,1,0,1,0,0,vgood
1206,2,1,0,2,2,1,unacc
1207,2,1,0,2,2,2,unacc
1208,2,1,0,2,2,0,unacc
1209,2,1,0,2,1,1,unacc
1210,2,1,0,2,1,2,acc
1211,2,1,0,2,1,0,good
1212,2,1,0,2,0,1,unacc
1213,2,1,0,2,0,2,good
1214,2,1,0,2,0,0,vgood
1215,2,1,1,0,2,1,unacc
1216,2,1,1,0,2,2,unacc
1217,2,1,1,0,2,0,unacc
1218,2,1,1,0,1,1,unacc
1219,2,1,1,0,1,2,unacc
1220,2,1,1,0,1,0,unacc
1221,2,1,1,0,0,1,unacc
1222,2,1,1,0,0,2,unacc
1223,2,1,1,0,0,0,unacc
1224,2,1,1,1,2,1,unacc
1225,2,1,1,1,2,2,acc
1226,2,1,1,1,2,0,good
1227,2,1,1,1,1,1,unacc
1228,2,1,1,1,1,2,acc
1229,2,1,1,1,1,0,good
1230,2,1,1,1,0,1,unacc
1231,2,1,1,1,0,2,good
1232,2,1,1,1,0,0,vgood
1233,2,1,1,2,2,1,unacc
1234,2,1,1,2,2,2,acc
1235,2,1,1,2,2,0,good
1236,2,1,1,2,1,1,unacc
1237,2,1,1,2,1,2,good
1238,2,1,1,2,1,0,vgood
1239,2,1,1,2,0,1,unacc
1240,2,1,1,2,0,2,good
1241,2,1,1,2,0,0,vgood
1242,2,1,2,0,2,1,unacc
1243,2,1,2,0,2,2,unacc
1244,2,1,2,0,2,0,unacc
1245,2,1,2,0,1,1,unacc
1246,2,1,2,0,1,2,unacc
1247,2,1,2,0,1,0,unacc
1248,2,1,2,0,0,1,unacc
1249,2,1,2,0,0,2,unacc
1250,2,1,2,0,0,0,unacc
1251,2,1,2,1,2,1,unacc
1252,2,1,2,1,2,2,acc
1253,2,1,2,1,2,0,good
1254,2,1,2,1,1,1,unacc
1255,2,1,2,1,1,2,good
1256,2,1,2,1,1,0,vgood
1257,2,1,2,1,0,1,unacc
1258,2,1,2,1,0,2,good
1259,2,1,2,1,0,0,vgood
1260,2,1,2,2,2,1,unacc
1261,2,1,2,2,2,2,acc
1262,2,1,2,2,2,0,good
1263,2,1,2,2,1,1,unacc
1264,2,1,2,2,1,2,good
1265,2,1,2,2,1,0,vgood
1266,2,1,2,2,0,1,unacc
1267,2,1,2,2,0,2,good
1268,2,1,2,2,0,0,vgood
1269,2,1,3,0,2,1,unacc
1270,2,1,3,0,2,2,unacc
1271,2,1,3,0,2,0,unacc
1272,2,1,3,0,1,1,unacc
1273,2,1,3,0,1,2,unacc
1274,2,1,3,0,1,0,unacc
1275,2,1,3,0,0,1,unacc
1276,2,1,3,0,0,2,unacc
1277,2,1,3,0,0,0,unacc
1278,2,1,3,1,2,1,unacc
1279,2,1,3,1,2,2,acc
1280,2,1,3,1,2,0,good
1281,2,1,3,1,1,1,unacc
1282,2,1,3,1,1,2,good
1283,2,1,3,1,1,0,vgood
1284,2,1,3,1,0,1,unacc
1285,2,1,3,1,0,2,good
1286,2,1,3,1,0,0,vgood
1287,2,1,3,2,2,1,unacc
1288,2,1,3,2,2,2,acc
1289,2,1,3,2,2,0,good
1290,2,1,3,2,1,1,unacc
1291,2,1,3,2,1,2,good
1292,2,1,3,2,1,0,vgood
1293,2,1,3,2,0,1,unacc
1294,2,1,3,2,0,2,good
1295,2,1,3,2,0,0,vgood
1296,1,3,0,0,2,1,unacc
1297,1,3,0,0,2,2,unacc
1298,1,3,0,0,2,0,unacc
1299,1,3,0,0,1,1,unacc
1300,1,3,0,0,1,2,unacc
1301,1,3,0,0,1,0,unacc
1302,1,3,0,0,0,1,unacc
1303,1,3,0,0,0,2,unacc
1304,1,3,0,0,0,0,unacc
1305,1,3,0,1,2,1,unacc
1306,1,3,0,1,2,2,unacc
1307,1,3,0,1,2,0,acc
1308,1,3,0,1,1,1,unacc
1309,1,3,0,1,1,2,unacc
1310,1,3,0,1,1,0,acc
1311,1,3,0,1,0,1,unacc
1312,1,3,0,1,0,2,acc
1313,1,3,0,1,0,0,acc
1314,1,3,0,2,2,1,unacc
1315,1,3,0,2,2,2,unacc
1316,1,3,0,2,2,0,unacc
1317,1,3,0,2,1,1,unacc
1318,1,3,0,2,1,2,unacc
1319,1,3,0,2,1,0,acc
1320,1,3,0,2,0,1,unacc
1321,1,3,0,2,0,2,acc
1322,1,3,0,2,0,0,acc
1323,1,3,1,0,2,1,unacc
1324,1,3,1,0,2,2,unacc
1325,1,3,1,0,2,0,unacc
1326,1,3,1,0,1,1,unacc
1327,1,3,1,0,1,2,unacc
1328,1,3,1,0,1,0,unacc
1329,1,3,1,0,0,1,unacc
1330,1,3,1,0,0,2,unacc
1331,1,3,1,0,0,0,unacc
1332,1,3,1,1,2,1,unacc
1333,1,3,1,1,2,2,unacc
1334,1,3,1,1,2,0,acc
1335,1,3,1,1,1,1,unacc
1336,1,3,1,1,1,2,unacc
1337,1,3,1,1,1,0,acc
1338,1,3,1,1,0,1,unacc
1339,1,3,1,1,0,2,acc
1340,1,3,1,1,0,0,acc
1341,1,3,1,2,2,1,unacc
1342,1,3,1,2,2,2,unacc
1343,1,3,1,2,2,0,acc
1344,1,3,1,2,1,1,unacc
1345,1,3,1,2,1,2,acc
1346,1,3,1,2,1,0,acc
1347,1,3,1,2,0,1,unacc
1348,1,3,1,2,0,2,acc
1349,1,3,1,2,0,0,acc
1350,1,3,2,0,2,1,unacc
1351,1,3,2,0,2,2,unacc
1352,1,3,2,0,2,0,unacc
1353,1,3,2,0,1,1,unacc
1354,1,3,2,0,1,2,unacc
1355,1,3,2,0,1,0,unacc
1356,1,3,2,0,0,1,unacc
1357,1,3,2,0,0,2,unacc
1358,1,3,2,0,0,0,unacc
1359,1,3,2,1,2,1,unacc
1360,1,3,2,1,2,2,unacc
1361,1,3,2,1,2,0,acc
1362,1,3,2,1,1,1,unacc
1363,1,3,2,1,1,2,acc
1364,1,3,2,1,1,0,acc
1365,1,3,2,1,0,1,unacc
1366,1,3,2,1,0,2,acc
1367,1,3,2,1,0,0,acc
1368,1,3,2,2,2,1,unacc
1369,1,3,2,2,2,2,unacc
1370,1,3,2,2,2,0,acc
1371,1,3,2,2,1,1,unacc
1372,1,3,2,2,1,2,acc
1373,1,3,2,2,1,0,acc
1374,1,3,2,2,0,1,unacc
1375,1,3,2,2,0,2,acc
1376,1,3,2,2,0,0,acc
1377,1,3,3,0,2,1,unacc
1378,1,3,3,0,2,2,unacc
1379,1,3,3,0,2,0,unacc
1380,1,3,3,0,1,1,unacc
1381,1,3,3,0,1,2,unacc
1382,1,3,3,0,1,0,unacc
1383,1,3,3,0,0,1,unacc
1384,1,3,3,0,0,2,unacc
1385,1,3,3,0,0,0,unacc
1386,1,3,3,1,2,1,unacc
1387,1,3,3,1,2,2,unacc
1388,1,3,3,1,2,0,acc
1389,1,3,3,1,1,1,unacc
1390,1,3,3,1,1,2,acc
1391,1,3,3,1,1,0,acc
1392,1,3,3,1,0,1,unacc
1393,1,3,3,1,0,2,acc
1394,1,3,3,1,0,0,acc
1395,1,3,3,2,2,1,unacc
1396,1,3,3,2,2,2,unacc
1397,1,3,3,2,2,0,acc
1398,1,3,3,2,1,1,unacc
1399,1,3,3,2,1,2,acc
1400,1,3,3,2,1,0,acc
1401,1,3,3,2,0,1,unacc
1402,1,3,3,2,0,2,acc
1403,1,3,3,2,0,0,acc
1404,1,0,0,0,2,1,unacc
1405,1,0,0,0,2,2,unacc
1406,1,0,0,0,2,0,unacc
1407,1,0,0,0,1,1,unacc
1408,1,0,0,0,1,2,unacc
1409,1,0,0,0,1,0,unacc
1410,1,0,0,0,0,1,unacc
1411,1,0,0,0,0,2,unacc
1412,1,0,0,0,0,0,unacc
1413,1,0,0,1,2,1,unacc
1414,1,0,0,1,2,2,acc
1415,1,0,0,1,2,0,acc
1416,1,0,0,1,1,1,unacc
1417,1,0,0,1,1,2,acc
1418,1,0,0,1,1,0,acc
1419,1,0,0,1,0,1,unacc
1420,1,0,0,1,0,2,acc
1421,1,0,0,1,0,0,vgood
1422,1,0,0,2,2,1,unacc
1423,1,0,0,2,2,2,unacc
1424,1,0,0,2,2,0,unacc
1425,1,0,0,2,1,1,unacc
1426,1,0,0,2,1,2,acc
1427,1,0,0,2,1,0,acc
1428,1,0,0,2,0,1,unacc
1429,1,0,0,2,0,2,acc
1430,1,0,0,2,0,0,vgood
1431,1,0,1,0,2,1,unacc
1432,1,0,1,0,2,2,unacc
1433,1,0,1,0,2,0,unacc
1434,1,0,1,0,1,1,unacc
1435,1,0,1,0,1,2,unacc
1436,1,0,1,0,1,0,unacc
1437,1,0,1,0,0,1,unacc
1438,1,0,1,0,0,2,unacc
1439,1,0,1,0,0,0,unacc
1440,1,0,1,1,2,1,unacc
1441,1,0,1,1,2,2,acc
1442,1,0,1,1,2,0,acc
1443,1,0,1,1,1,1,unacc
1444,1,0,1,1,1,2,acc
1445,1,0,1,1,1,0,acc
1446,1,0,1,1,0,1,unacc
1447,1,0,1,1,0,2,acc
1448,1,0,1,1,0,0,vgood
1449,1,0,1,2,2,1,unacc
1450,1,0,1,2,2,2,acc
1451,1,0,1,2,2,0,acc
1452,1,0,1,2,1,1,unacc
1453,1,0,1,2,1,2,acc
1454,1,0,1,2,1,0,vgood
1455,1,0,1,2,0,1,unacc
1456,1,0,1,2,0,2,acc
1457,1,0,1,2,0,0,vgood
1458,1,0,2,0,2,1,unacc
1459,1,0,2,0,2,2,unacc
1460,1,0,2,0,2,0,unacc
1461,1,0,2,0,1,1,unacc
1462,1,0,2,0,1,2,unacc
1463,1,0,2,0,1,0,unacc
1464,1,0,2,0,0,1,unacc
1465,1,0,2,0,0,2,unacc
1466,1,0,2,0,0,0,unacc
1467,1,0,2,1,2,1,unacc
1468,1,0,2,1,2,2,acc
1469,1,0,2,1,2,0,acc
1470,1,0,2,1,1,1,unacc
1471,1,0,2,1,1,2,acc
1472,1,0,2,1,1,0,vgood
1473,1,0,2,1,0,1,unacc
1474,1,0,2,1,0,2,acc
1475,1,0,2,1,0,0,vgood
1476,1,0,2,2,2,1,unacc
1477,1,0,2,2,2,2,acc
1478,1,0,2,2,2,0,acc
1479,1,0,2,2,1,1,unacc
1480,1,0,2,2,1,2,acc
1481,1,0,2,2,1,0,vgood
1482,1,0,2,2,0,1,unacc
1483,1,0,2,2,0,2,acc
1484,1,0,2,2,0,0,vgood
1485,1,0,3,0,2,1,unacc
1486,1,0,3,0,2,2,unacc
1487,1,0,3,0,2,0,unacc
1488,1,0,3,0,1,1,unacc
1489,1,0,3,0,1,2,unacc
1490,1,0,3,0,1,0,unacc
1491,1,0,3,0,0,1,unacc
1492,1,0,3,0,0,2,unacc
1493,1,0,3,0,0,0,unacc
1494,1,0,3,1,2,1,unacc
1495,1,0,3,1,2,2,acc
1496,1,0,3,1,2,0,acc
1497,1,0,3,1,1,1,unacc
1498,1,0,3,1,1,2,acc
1499,1,0,3,1,1,0,vgood
1500,1,0,3,1,0,1,unacc
1501,1,0,3,1,0,2,acc
1502,1,0,3,1,0,0,vgood
1503,1,0,3,2,2,1,unacc
1504,1,0,3,2,2,2,acc
1505,1,0,3,2,2,0,acc
1506,1,0,3,2,1,1,unacc
1507,1,0,3,2,1,2,acc
1508,1,0,3,2,1,0,vgood
1509,1,0,3,2,0,1,unacc
1510,1,0,3,2,0,2,acc
1511,1,0,3,2,0,0,vgood
1512,1,2,0,0,2,1,unacc
1513,1,2,0,0,2,2,unacc
1514,1,2,0,0,2,0,unacc
1515,1,2,0,0,1,1,unacc
1516,1,2,0,0,1,2,unacc
1517,1,2,0,0,1,0,unacc
1518,1,2,0,0,0,1,unacc
1519,1,2,0,0,0,2,unacc
1520,1,2,0,0,0,0,unacc
1521,1,2,0,1,2,1,unacc
1522,1,2,0,1,2,2,acc
1523,1,2,0,1,2,0,good
1524,1,2,0,1,1,1,unacc
1525,1,2,0,1,1,2,acc
1526,1,2,0,1,1,0,good
1527,1,2,0,1,0,1,unacc
1528,1,2,0,1,0,2,good
1529,1,2,0,1,0,0,vgood
1530,1,2,0,2,2,1,unacc
1531,1,2,0,2,2,2,unacc
1532,1,2,0,2,2,0,unacc
1533,1,2,0,2,1,1,unacc
1534,1,2,0,2,1,2,acc
1535,1,2,0,2,1,0,good
1536,1,2,0,2,0,1,unacc
1537,1,2,0,2,0,2,good
1538,1,2,0,2,0,0,vgood
1539,1,2,1,0,2,1,unacc
1540,1,2,1,0,2,2,unacc
1541,1,2,1,0,2,0,unacc
1542,1,2,1,0,1,1,unacc
1543,1,2,1,0,1,2,unacc
1544,1,2,1,0,1,0,unacc
